0.0,-0.784,9.8,0.1
1.7,4.9,9.8,0.1
7.8,12.25,9.8,0.1
10.1,22.344,9.8,0.1
12.6,35.084,9.8,0.1
16.5,53.018,9.8,0.1
19.1,58.996,9.8,0.1
